timestamp,mood,entry,ai_response,sentiment
,Negative,Why does everything feel so hard lately?,I'm sorry to hear that things have been feeling difficult for you lately. It's okay to feel this way and know that you're not alone in experiencing struggles.,Neutral
,Negative,I'm feeling really overwhelmed and can't focus.,I'm sorry to hear that you're feeling overwhelmed. It's okay to feel this way sometimes.,Neutral
,Negative,I'm feeling really overwhelmed and can't focus.,"I'm sorry to hear that you're feeling overwhelmed. It's important to take some time for yourself and try to prioritize your tasks. Remember, it's okay to ask for help if you need it.",Negative
,Negative,I'm exhausted. I don’t know how much more I can take.,I'm sorry to hear that you're feeling this way. It's important to take care of yourself during difficult times.,Neutral
,Negative,I feel anxious about upcoming exams and deadlines.,I understand how stressful exams and deadlines can be. It's important to take care of yourself during this time.,Neutral
,Neutral,Nothing special happened today. Just a regular day.,It's okay to have regular days sometimes. Tomorrow is a new opportunity for something different.,Neutral
,Positive,I'm hopeful things will improve soon.,I'm glad to hear you're feeling hopeful for the future. Hang in there!,Positive
,Neutral,I’m not sure how I feel today. Just going through the motions.,It's okay to have days like this. Remember to take care of yourself and give yourself some grace.,Neutral
,Neutral,Nothing special happened today. Just a regular day.,"It's okay to have regular days, they are just as important as the special ones.",Neutral
,Negative,I'm exhausted. I don’t know how much more I can take.,I'm sorry to hear that you're feeling this way. It sounds like you're going through a lot right now.,Negative
,Negative,I'm feeling really overwhelmed and can't focus.,I'm sorry to hear that you're feeling overwhelmed. It's completely normal to feel this way sometimes. Remember to take a break and take care of yourself.,Neutral
,Negative,Why does everything feel so hard lately?,I'm sorry to hear that everything feels so hard lately. It's completely normal to feel this way at times.,Neutral
,Negative,Why does everything feel so hard lately?,"I'm sorry to hear that everything feels difficult for you right now. It's okay to feel this way, and I'm here to listen.",Neutral
,Negative,I feel anxious about upcoming exams and deadlines.,"I'm sorry to hear that you're feeling anxious about your upcoming exams and deadlines. It's completely normal to feel that way, but remember to take breaks and practice self-care during this stressful time.",Neutral
,Negative,Why does everything feel so hard lately?,I'm sorry to hear that everything feels so hard lately. It's okay to feel overwhelmed at times.,Neutral
,Negative,I feel anxious about upcoming exams and deadlines.,"I'm sorry to hear that you're feeling anxious about your upcoming exams and deadlines. It's completely normal to feel that way, but remember to take care of yourself during this stressful time.",Neutral
,Negative,I'm exhausted. I don’t know how much more I can take.,I'm sorry to hear that you're feeling this way. It's important to take care of yourself during challenging times.,Neutral
,Positive,I'm hopeful things will improve soon.,I'm glad to hear you're feeling hopeful. Keep that positive attitude!,Positive
,Negative,I'm exhausted. I don’t know how much more I can take.,I'm sorry to hear that you're feeling this way. It's okay to feel exhausted and overwhelmed at times. Remember to take care of yourself and reach out for support if needed.,Neutral
,Negative,I'm feeling really overwhelmed and can't focus.,I'm sorry to hear that you're feeling overwhelmed. It's completely normal to feel this way sometimes. Remember to take a deep breath and take things one step at a time.,Neutral
,Neutral,Nothing special happened today. Just a regular day.,It's okay to have regular days sometimes. They can be just as important for rest and recharge.,Neutral
,Positive,Today was a great day! I had fun with my friends.,I'm glad to hear that you had a great day with your friends!,Positive
,Negative,I feel anxious about upcoming exams and deadlines.,"I'm sorry to hear that you're feeling anxious about your exams and deadlines. It's completely understandable to feel that way, but remember that you are capable and can handle whatever comes your way.",Neutral
,Neutral,Nothing special happened today. Just a regular day.,"It's okay to have regular days too, they can be comforting in their own way.",Neutral
,Negative,I'm exhausted. I don’t know how much more I can take.,I'm sorry to hear that you're feeling this way. It's important to take care of yourself and reach out for support when needed.,Neutral
,Negative,I feel anxious about upcoming exams and deadlines.,"I'm sorry to hear that you're feeling anxious about the upcoming exams and deadlines. It's completely normal to feel this way, but remember to take breaks and practice self-care during this stressful time.",Neutral
,Negative,I'm exhausted. I don’t know how much more I can take.,I'm sorry to hear that you're feeling this way. It's important to take care of yourself and reach out for support when needed.,Neutral
,Positive,I feel proud of myself for completing my tasks.,That's fantastic to hear! It's great to feel accomplished and proud of your hard work.,Positive
,Positive,I'm hopeful things will improve soon.,I'm glad to hear you're feeling hopeful for the future.,Positive
,Neutral,Nothing special happened today. Just a regular day.,It's okay to have regular days sometimes. They help us appreciate the more exciting moments in life.,Neutral
,Neutral,Nothing special happened today. Just a regular day.,"It's okay to have regular days, they help us appreciate the special ones even more.",Neutral
,Positive,I feel proud of myself for completing my tasks.,That's wonderful to hear! It's important to acknowledge and celebrate your accomplishments.,Positive
,Positive,I'm hopeful things will improve soon.,I'm glad to hear you're feeling hopeful. Remember to hold on to that positive outlook.,Positive
,Neutral,I’m not sure how I feel today. Just going through the motions.,I'm sorry to hear that you're feeling this way. It's okay to have days where you're just going through the motions.,Neutral
,Positive,I feel proud of myself for completing my tasks.,That's wonderful to hear! You should definitely feel proud of your accomplishments.,Positive
